"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"4824","Signs and symptoms",4336537,"86773000","Edematous laryngitis","Condition","SNOMED"
"4825","Signs and symptoms",4336703,"8702009","Diurnal only enuresis","Condition","SNOMED"
"4826","Signs and symptoms",4340505,"236006000","Metabolic ascites","Condition","SNOMED"
"4827","Signs and symptoms",4340521,"236071009","Chronic diarrhea","Condition","SNOMED"
"4828","Signs and symptoms",4340522,"236083006","Intermittent vomiting","Condition","SNOMED"
"4829","Signs and symptoms",4341245,"236074001","Diarrhea due to laxative abuse","Condition","SNOMED"
"4830","Signs and symptoms",4341247,"236077008","Protracted diarrhea","Condition","SNOMED"
"4831","Signs and symptoms",4341645,"235839006","Irritable bowel syndrome variant of childhood with diarrhea","Condition","SNOMED"
"4832","Signs and symptoms",4341778,"236003008","Cardiac ascites","Condition","SNOMED"
"4833","Signs and symptoms",4341786,"236075000","Diarrhea due to ingestion of unabsorbable substances","Condition","SNOMED"
"4834","Signs and symptoms",4341787,"236078003","Post-vagotomy diarrhea","Condition","SNOMED"
"4835","Signs and symptoms",4342883,"236004002","Hepatic ascites","Condition","SNOMED"
"4836","Signs and symptoms",4344631,"240300005","Bottle feeding problem in the newborn","Observation","SNOMED"
"4837","Signs and symptoms",4344632,"240306004","Fetal acidosis","Condition","SNOMED"
"4838","Signs and symptoms",4345684,"240301009","Breastfeeding problem in the newborn","Observation","SNOMED"
"4839","Signs and symptoms",4354255,"251080003","Labile blood pressure","Condition","SNOMED"
"4840","Signs and symptoms",35608001,"764457005","Ankyrin-B syndrome","Condition","SNOMED"
"4841","Signs and symptoms",35608087,"764732004","Microcephalus, cerebellar hypoplasia, cardiac conduction defect syndrome","Condition","SNOMED"
"4842","Signs and symptoms",35623409,"765751002","Autoimmune encephalopathy with parasomnia and obstructive sleep apnea","Condition","SNOMED"
"4843","Signs and symptoms",35624231,"766883006","Familial dilated cardiomyopathy with conduction defect due to LMNA mutation","Condition","SNOMED"
"4844","Signs and symptoms",35625901,"768991009","Childhood double incontinence","Condition","SNOMED"
"4845","Signs and symptoms",35625971,"769087009","Vomiting during third trimester of pregnancy","Condition","SNOMED"
"4846","Signs and symptoms",35626061,"769211009","No cough strength","Condition","SNOMED"
"4847","Signs and symptoms",35626067,"769217008","Macular edema of right eye due to diabetes mellitus","Condition","SNOMED"
"4848","Signs and symptoms",35626068,"769218003","Macular edema of left eye due to diabetes mellitus","Condition","SNOMED"
"4849","Signs and symptoms",35626069,"769219006","Macular edema due to type 1 diabetes mellitus","Condition","SNOMED"
"4850","Signs and symptoms",35626070,"769220000","Macular edema due to type 2 diabetes mellitus","Condition","SNOMED"
"4851","Signs and symptoms",35626071,"769221001","Clinically significant macular edema of right eye due to diabetes mellitus","Condition","SNOMED"
"4852","Signs and symptoms",35626072,"769222008","Clinically significant macular edema of left eye due to diabetes mellitus","Condition","SNOMED"
"4853","Signs and symptoms",35626764,"770097006","Clinically significant macular edema due to diabetes mellitus","Condition","SNOMED"
"4854","Signs and symptoms",35626904,"770323005","Retinal edema due to diabetes mellitus","Condition","SNOMED"
"4855","Signs and symptoms",36674471,"774068004","AHDC1-related intellectual disability, obstructive sleep apnea, mild dysmorphism syndrome","Condition","SNOMED"
"4856","Signs and symptoms",36674825,"770678005","Progressive encephalopathy with edema, hypsarrhythmia, and optic atrophy-like syndrome","Condition","SNOMED"
"4857","Signs and symptoms",36674897,"770784003","Sinoatrial node dysfunction and deafness","Condition","SNOMED"
"4858","Signs and symptoms",36675005,"771179007","Extrasystoles, short stature, hyperpigmentation, microcephaly syndrome","Condition","SNOMED"
"4859","Signs and symptoms",36675143,"771471002","Optic nerve edema, splenomegaly syndrome","Condition","SNOMED"
"4860","Signs and symptoms",36675174,"771509001","Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation","Condition","SNOMED"
"4861","Signs and symptoms",36676308,"773117009","Laryngeal stridor","Condition","SNOMED"
"4862","Signs and symptoms",36676520,"773423007","Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency","Condition","SNOMED"
"4863","Signs and symptoms",36676635,"773579007","Congenital chronic diarrhea with protein-losing enteropathy","Condition","SNOMED"
"4864","Signs and symptoms",36676642,"773587008","X-linked intellectual disability, cardiomegaly, congestive heart failure syndrome","Condition","SNOMED"
"4865","Signs and symptoms",36676680,"773646003","PLCG2-associated antibody deficiency and immune dysregulation","Condition","SNOMED"
"4866","Signs and symptoms",36684660,"335551000119103","Cystoid macular edema of right retina","Condition","SNOMED"
"4867","Signs and symptoms",36684726,"341161000119105","Cystoid macular edema of left retina","Condition","SNOMED"
"4868","Signs and symptoms",36684786,"346421000119104","Bilateral cystoid macular edema of retinas","Condition","SNOMED"
"4869","Signs and symptoms",36685084,"1083441000119109","Bilateral cochlear hydrops of inner ears","Condition","SNOMED"
"4870","Signs and symptoms",36685148,"1088591000119108","Cochlear hydrops of left inner ear","Condition","SNOMED"
"4871","Signs and symptoms",36685219,"1091201000119109","Cochlear hydrops of right inner ear","Condition","SNOMED"
"4872","Signs and symptoms",36712667,"10151000132103","Viral fever","Condition","SNOMED"
"4873","Signs and symptoms",36712831,"12275171000119105","Postmastectomy lymphedema syndrome of right upper limb","Condition","SNOMED"
"4874","Signs and symptoms",36712832,"12275221000119100","Postmastectomy lymphedema syndrome of left upper limb","Condition","SNOMED"
"4875","Signs and symptoms",36712935,"15637871000119106","Lymphedema of right lower limb","Condition","SNOMED"
"4876","Signs and symptoms",36712936,"15637921000119102","Lymphedema of left lower limb","Condition","SNOMED"
"4877","Signs and symptoms",36712937,"15637971000119101","Lymphedema of bilateral lower limbs","Condition","SNOMED"
"4878","Signs and symptoms",36712938,"15638021000119100","Lymphedema of right upper limb","Condition","SNOMED"
"4879","Signs and symptoms",36712941,"15639231000119102","Macular edema of retina of bilateral eyes","Condition","SNOMED"
"4880","Signs and symptoms",36712976,"15929861000119106","Venous stasis edema of bilateral lower limbs","Condition","SNOMED"
"4881","Signs and symptoms",36712977,"15930061000119106","Venous stasis edema of left lower limb","Condition","SNOMED"
"4882","Signs and symptoms",36712986,"15964901000119107","Atypical atrial flutter","Condition","SNOMED"
"4883","Signs and symptoms",36713297,"6411000179107","Edema of bone marrow","Condition","SNOMED"
"4884","Signs and symptoms",36713348,"678991000119103","Pseudophakic bullous keratopathy of left eye","Condition","SNOMED"
"4885","Signs and symptoms",36713349,"679011000119100","Pseudophakic bullous keratopathy of right eye","Condition","SNOMED"
"4886","Signs and symptoms",36713761,"718713000","Hypertrophic cardiomyopathy with hypotonia and lactic acidosis syndrome","Condition","SNOMED"
"4887","Signs and symptoms",36714255,"719398004","Malignant hyperthermia with arthrogryposis and torticollis syndrome","Condition","SNOMED"
"4888","Signs and symptoms",36714539,"719823007","Ventricular extrasystoles with syncope, perodactyly and Robin sequence syndrome","Condition","SNOMED"
"4889","Signs and symptoms",36714606,"719907006","Timothy syndrome type 2","Condition","SNOMED"
"4890","Signs and symptoms",36714658,"719976001","Glaucoma and sleep apnea syndrome","Condition","SNOMED"
"4891","Signs and symptoms",36714681,"720009004","Intractable diarrhea with choanal atresia and eye anomaly syndrome","Condition","SNOMED"
"4892","Signs and symptoms",36714994,"720448006","Typical atrial flutter","Condition","SNOMED"
"4893","Signs and symptoms",36715042,"720507006","Chronic atrial and intestinal dysrhythmia","Condition","SNOMED"
"4894","Signs and symptoms",36715112,"720599002","Campomelia Cumming type","Condition","SNOMED"
"4895","Signs and symptoms",36715354,"720986005","Anhidrotic ectodermal dysplasia, immunodeficiency, osteopetrosis, lymphedema syndrome","Condition","SNOMED"
"4896","Signs and symptoms",36715370,"721010003","Heart-hand syndrome type 2","Condition","SNOMED"
"4897","Signs and symptoms",36715413,"721083007","Lymphedema hypoparathyroidism syndrome","Condition","SNOMED"
"4898","Signs and symptoms",36715489,"721181006","Localized edema due to fluid overload","Condition","SNOMED"
"4899","Signs and symptoms",36715511,"721210009","Edema due to fluid overload","Condition","SNOMED"
"4900","Signs and symptoms",36715571,"721283000","Acidosis due to type 1 diabetes mellitus","Condition","SNOMED"
"4901","Signs and symptoms",36715842,"721615009","Non-infective neonatal diarrhea","Condition","SNOMED"
"4902","Signs and symptoms",36716113,"721978002","Lymphedema, atrial septal defect, facial changes syndrome","Condition","SNOMED"
"4903","Signs and symptoms",36716114,"721979005","Lymphedema and cerebral arteriovenous anomaly syndrome","Condition","SNOMED"
"4904","Signs and symptoms",36716456,"722468005","Distal renal tubular acidosis co-occurrent with sensorineural deafness","Condition","SNOMED"
"4905","Signs and symptoms",36716728,"722892007","Fever due to infection","Condition","SNOMED"
"4906","Signs and symptoms",36716743,"722914008","Central neonatal apnea","Condition","SNOMED"
"4907","Signs and symptoms",36716744,"722915009","Apnea of newborn due to neurological injury","Condition","SNOMED"
"4908","Signs and symptoms",36716760,"722933003","Bilious vomiting of newborn","Condition","SNOMED"
"4909","Signs and symptoms",36716761,"722934009","Neonatal difficulty in feeding at breast","Observation","SNOMED"
"4910","Signs and symptoms",36716763,"722937002","Birth asphyxia co-occurrent with metabolic acidemia of cord blood","Condition","SNOMED"
"4911","Signs and symptoms",36716780,"722961009","Delirium caused by substance or medication","Condition","SNOMED"
"4912","Signs and symptoms",36717015,"15930381000119104","Edema of optic disc of bilateral eyes","Condition","SNOMED"
"4913","Signs and symptoms",36717156,"721284006","Acidosis due to type 2 diabetes mellitus","Condition","SNOMED"
"4914","Signs and symptoms",36717214,"722392003","Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells","Condition","SNOMED"
"4915","Signs and symptoms",36717276,"15638071000119104","Lymphedema of left upper limb","Condition","SNOMED"
"4916","Signs and symptoms",36717281,"15929941000119103","Venous stasis edema of right lower limb","Condition","SNOMED"
"4917","Signs and symptoms",36717304,"330011000119102","Non-traumatic cerebral edema","Condition","SNOMED"
"4918","Signs and symptoms",36717434,"721013001","Heart-hand syndrome type 3","Condition","SNOMED"
"4919","Signs and symptoms",36717573,"722607009","Optic disc swelling co-occurrent with uveitis","Condition","SNOMED"
"4920","Signs and symptoms",36717601,"723024009","Bullous aphakic keratopathy following cataract surgery","Condition","SNOMED"
"4921","Signs and symptoms",37016241,"19901000119103","Edema co-occurrent and due to nutritional deficiency","Condition","SNOMED"
"4922","Signs and symptoms",37016869,"713014002","Infection caused by Borrelia miyamotoi","Condition","SNOMED"
"4923","Signs and symptoms",37017029,"713204000","Non immune hydrops in newborn","Condition","SNOMED"
"4924","Signs and symptoms",37017187,"713419002","Intraoperative cardiorespiratory arrest","Condition","SNOMED"
"4925","Signs and symptoms",37017445,"713721008","Hydrothorax as complication of peritoneal dialysis","Condition","SNOMED"
"4926","Signs and symptoms",37108576,"10650831000119101","Venous stasis ulcer with edema of left lower leg","Condition","SNOMED"
"4927","Signs and symptoms",37108577,"10652791000119106","Venous stasis ulcer with edema of right lower leg","Condition","SNOMED"
"4928","Signs and symptoms",37108582,"10701000087104","Arrhythmia during surgery","Condition","SNOMED"
"4929","Signs and symptoms",37108712,"11047881000119101","Cannabis hyperemesis syndrome co-occurrent and due to cannabis abuse","Condition","SNOMED"
"4930","Signs and symptoms",37108888,"15639131000119107","Macular edema of retina of right eye","Condition","SNOMED"
"4931","Signs and symptoms",37108889,"15639181000119108","Macular edema of retina of left eye","Condition","SNOMED"
"4932","Signs and symptoms",37108959,"15930301000119107","Edema of optic disc of right eye","Condition","SNOMED"
"4933","Signs and symptoms",37109055,"16275741000119100","Severe pediatric obstructive sleep apnea","Condition","SNOMED"
"4934","Signs and symptoms",37109615,"723363009","Hypotrichosis, lymphedema, telangiectasia, renal defect syndrome","Condition","SNOMED"
"4935","Signs and symptoms",37109912,"723860000","Arrhythmia due to and following acute myocardial infarction","Condition","SNOMED"
"4936","Signs and symptoms",37109917,"723866006","Idiopathic ventricular fibrillation not Brugada type","Condition","SNOMED"
"4937","Signs and symptoms",37109979,"723975009","Nausea and vomiting following administration of anesthetic agent","Condition","SNOMED"
"4938","Signs and symptoms",37110066,"724099000","Acquired monoclonal immunoglobulin light chain-associated Fanconi syndrome","Condition","SNOMED"
"4939","Signs and symptoms",37110135,"724229002","Infantile apnea","Condition","SNOMED"
"4940","Signs and symptoms",37110255,"724447005","Lymphedema due to malignant infiltration","Condition","SNOMED"
"4941","Signs and symptoms",37110451,"724705005","Delirium caused by methylenedioxymethamphetamine","Condition","SNOMED"
"4942","Signs and symptoms",37110460,"724716003","Delirium caused by ketamine","Condition","SNOMED"
"4943","Signs and symptoms",37110461,"724717007","Delirium caused by dissociative drug","Condition","SNOMED"
"4944","Signs and symptoms",37110554,"724831003","Physical angioedema","Condition","SNOMED"
"4945","Signs and symptoms",37110576,"724858005","Edema of soft tissue due to increased capillary pressure","Condition","SNOMED"
"4946","Signs and symptoms",37110577,"724859002","Lymphedema due to and following radiotherapy caused by ionizing radiation","Condition","SNOMED"
"4947","Signs and symptoms",37110729,"725060001","Torsades de pointe caused by drug","Condition","SNOMED"
"4948","Signs and symptoms",37110775,"725145002","Atrial septal defect, atrioventricular conduction defect syndrome","Condition","SNOMED"
